City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
339,luena,-11.7833,19.9167,287.5,50,0,1.49,AO,1683422405
340,rehoboth,-23.3167,17.0833,288.56,54,69,1.3,NA,1683422406
341,catbalogan,11.85,124.9167,302.19,67,27,1.72,PH,1683422407
342,fontanelas,38.8472,-9.4372,290.22,86,99,6.24,PT,1683422407
343,urucara,-2.5364,-57.76,296.53,97,78,0.5,BR,1683422408
344,celestun,20.8667,-90.4,301.02,74,41,8.5,MX,1683422410
345,churapcha,62.0025,132.4325,275.45,98,100,4.05,RU,1683422411
346,laojunmiao,39.8333,97.7333,277.32,72,86,1.03,CN,1683422412
347,cole harbour,44.6724,-63.4751,279.1,57,9,1.34,CA,1683422412
348,hit,33.6416,42.8251,297.61,31,5,9.44,IQ,1683422413
349,cam ranh,11.9214,109.1591,307.13,59,0,1.03,VN,1683422413
350,rio grande,-32.035,-52.0986,293.46,99,100,3.9,BR,1683422203
351,aksu,41.1231,80.2644,281.58,28,69,1.65,CN,1683422414
352,gao,16.6362,1.637,305.15,24,77,1.85,ML,1683422415
353,hadibu,12.65,54.0333,301.16,78,29,1.98,YE,1683422415
354,pecos,31.4229,-103.4932,306.62,4,0,5.14,US,1683422416
355,rongelap,11.1635,166.8941,300.61,76,98,7.46,MH,1683422204
356,aja,30.9415,31.2915,287.79,94,0,2.71,EG,1683422417
357,sur,22.5667,59.5289,301.01,55,76,4.03,OM,1683422418
358,salekhard,66.53,66.6019,266.96,93,100,8.46,RU,1683422418
359,penzance,50.1186,-5.5371,282.53,93,54,2.85,GB,1683422419
360,amga,60.8953,131.9608,277.98,93,100,4.0,RU,1683422419
361,johi,26.6921,67.6133,303.65,34,0,3.01,PK,1683422420
362,ust-nera,64.5667,143.2,274.15,79,100,2.55,RU,1683422420
363,jonquiere,48.4165,-71.2488,288.21,55,8,2.54,CA,1683422421
